Market_Cap,Percent24,Name,Price,Percent7d,Volume,Circulating_Supply,Percent1,Symbol
-11.38%,Unify,$0.477412,81.60%,"$111,925",3.20%,"$8,505,891","17,816,667",UNIFY
-10.46%,HunterCoin,$0.390787,-8.29%,"$218,456",0.95%,"$8,149,159","20,853,200",HUC
-2.62%,Terracoin,$0.367186,1.16%,"$30,082",1.95%,"$8,089,273","22,030,450",TRC
-5.17%,CarTaxi Token,$0.132212,107.55%,"$84,464",0.26%,"$8,011,361","60,594,811",CTX
12.26%,Regalcoin,$2.25,29.48%,"$290,169",-3.99%,"$7,997,090","3,555,242",REC
12.47%,Interstellar ...,$0.079633,16.88%,"$89,491",6.69%,"$7,901,873","99,228,375",HOLD
-1.75%,Bitswift,$1.93,-5.30%,"$162,245",3.51%,"$7,848,993","4,069,197",SWIFT
-8.55%,MarteXcoin,$2.70,-12.84%,"$4,683",-3.47%,"$7,713,072","2,851,634",MXT
2.34%,Goodomy,$0.016993,54.64%,"$10,635",3.11%,"$7,686,603","452,350,000",GOOD
-7.73%,Karbo,$1.50,-11.21%,"$103,333",1.64%,"$7,669,501","5,119,554",KRB
0.30%,FLiK,$0.125172,85.79%,"$84,478",3.49%,"$7,525,802","60,123,682",FLIK
-1.68%,BunnyCoin,$0.000072,2.33%,"$4,744",-6.18%,"$7,417,687","102,432,163,380",BUN
-23.06%,Emphy,$0.963718,438.32%,"$20,890",-1.20%,"$7,359,816","7,636,898",EPY
-9.38%,Hawala.Today,$21.21,98.57%,"$197,935",1.54%,"$7,163,908","337,793",HAT
-9.85%,Footy Cash,$1.57,87.09%,"$98,975",3.51%,"$7,150,653","4,568,203",XFT
-34.23%,Greencoin,$0.001922,-49.90%,"$16,487",8.80%,"$7,104,936","3,697,252,641",GRE
-12.39%,e-Gulden,$0.434557,14.41%,"$368,783",0.32%,"$7,087,219","16,309,066",EFL
-8.92%,SmartBillions,$0.999866,26.25%,"$8,343",2.63%,"$7,038,324","7,039,267",SMART
-2.78%,Copico,$0.442255,-14.26%,"$218,498",0.97%,"$6,964,043","15,746,668",XCPO
-12.54%,eBitcoin,$0.367673,-14.26%,"$54,315",-2.84%,"$6,947,963","18,897,126",EBTC
-3.57%,Gimli,$0.086614,63.92%,"$24,012",4.72%,"$6,929,136","80,000,000",GIM
-2.62%,Denarius,$3.24,-2.55%,"$106,297",2.11%,"$6,926,802","2,138,245",DNR
-3.58%,Ethbits,$4.97,27.02%,"$25,024",1.06%,"$6,920,793","1,391,604",ETBS
-3.61%,BlueCoin,$0.011930,4.81%,"$12,602",3.36%,"$6,855,746","574,683,675",BLU
42.98%,CryptoForecast,$0.146831,12.77%,"$25,532",12.02%,"$6,754,226","46,000,000",CFT
-1.07%,Yocoin,$0.060195,-17.11%,"$16,964",8.93%,"$6,601,725","109,671,400",YOC
-13.10%,CryptoPing,$0.661904,14.48%,"$28,789",5.57%,"$6,587,328","9,952,089",PING
-11.75%,ArcticCoin,$0.267393,69.68%,"$91,498",6.27%,"$6,582,871","24,618,709",ARC
-37.59%,Version,$0.013680,177.33%,"$26,326",14.75%,"$6,493,877","474,702,069",V
-21.99%,FujiCoin,$0.005146,124.47%,"$72,642",8.03%,"$6,482,621","1,259,661,371",FJC
-11.00%,Renos,$0.194006,57.56%,"$37,107",2.09%,"$6,471,279","33,356,077",RNS
44.36%,Adelphoi,$0.274646,-30.18%,"$10,062",-0.18%,"$6,446,552","23,472,224",ADL
24.96%,LuckChain,$0.008842,109.67%,"$4,162",4.38%,"$6,329,672","715,868,299",BASH
-11.81%,LiteDoge,$0.000418,99.96%,"$27,005",-18.53%,"$6,231,945","14,921,240,019",LDOGE
21.01%,STRAKS,$7.88,75.08%,"$234,943",4.39%,"$6,156,670","781,587",STAK
-3.11%,DigitalPrice,$0.341772,68.53%,"$61,870",6.25%,"$6,136,012","17,953,524",DP
-4.14%,MCAP,$0.575703,-11.18%,"$76,666",3.81%,"$6,039,124","10,490,000",MCAP
-27.14%,Dinastycoin,$0.004119,136.93%,"$25,630",3.55%,"$5,935,145","1,440,922,469",DCY
-2.96%,TheGCCcoin,$0.011416,0.58%,"$12,815",3.50%,"$5,896,111","516,482,348",GCC
-2.17%,Cryptonite,$0.014921,54.85%,"$147,700",-0.11%,"$5,720,733","383,398,908",XCN
46.09%,Bitradio,$0.946688,78.08%,"$31,189",15.18%,"$5,694,544","6,015,228",BRO
-0.82%,InsaneCoin,$0.304689,62.60%,"$128,084",2.05%,"$5,600,976","18,382,601",INSN
-42.89%,ERC20,$0.003523,49.65%,"$127,509",-4.37%,"$5,548,286","1,574,741,156",ERC20
14.22%,LeviarCoin,$0.534183,202.96%,"$143,052",-4.22%,"$5,495,258","10,287,221",XLC
-21.48%,NEVERDIE,$0.132511,25.08%,"$41,172",5.51%,"$5,433,508","41,004,200",NDC
-3.99%,Starta,$1.03,29.25%,"$39,999",3.13%,"$5,381,810",*,STA
-2.25%,Bytecent,$2.74,34.13%,"$322,472",-0.55%,"$5,326,818","1,947,185",BYC
-6.27%,Primalbase Token,$5310.50,-22.06%,"$1,090,650",2.72%,"$5,310,500","1,000",PBT
3.09%,Fastcoin,$0.033534,76.38%,"$95,265",4.71%,"$5,261,919","156,913,424",FST
-8.24%,EthBet,$0.609853,270.62%,"$14,385",0.27%,"$5,185,275","8,502,500",EBET
-10.49%,FlutterCoin,$0.016010,1.19%,"$28,934",10.05%,"$5,158,719","322,214,524",FLT
-4.40%,Darcrus,$0.376617,-20.37%,"$8,335",12.63%,"$5,122,137","13,600,388",DAR
-8.39%,Crypto Bullion,$4.97,27.94%,"$8,926",-3.80%,"$5,008,593","1,007,404",CBX
5.90%,Elementrem,$0.193514,70.14%,"$14,789",4.76%,"$5,007,095","25,874,589",ELE
19.08%,Zero,$10.86,155.91%,"$1,845,060",3.08%,"$4,846,980","446,303",ZER
28.74%,Intelligent T...,$0.493785,15.25%,"$8,954",2.50%,"$4,838,056","9,797,899",ITT
-11.99%,FundYourselfNow,$5.68,22.98%,"$13,136",2.69%,"$4,828,757","850,000",FYN
9.95%,Link Platform,$99.80,168.34%,"$1,842",3.98%,"$4,741,010","47,503",LNK
-4.52%,Kolion,$7.86,-0.56%,"$1,179,770",-0.71%,"$4,718,616","600,000",KLN
14.29%,Unitus,$0.099733,60.09%,"$92,939",6.50%,"$4,666,099","46,785,866",UIS
4.45%,InflationCoin,$0.000129,70.96%,"$9,913",1.46%,"$4,612,355","35,829,128,596",IFLT
-30.98%,NetCoin,$0.005847,63.44%,"$62,934",-7.80%,"$4,602,479","787,126,712",NET
-33.75%,Ergo,$11.50,-28.95%,"$15,983",2.70%,"$4,570,897","397,300",EFYT
-14.35%,Miners' Rewar...,$0.452729,53.55%,"$35,346",3.51%,"$4,527,290",*,MRT
20.06%,Kurrent,$0.073473,27.60%,"$54,389",6.71%,"$4,508,675","61,364,813",KURT
-10.67%,Oceanlab,$0.095558,-8.79%,"$63,470",-2.40%,"$4,443,456","46,500,000",OCL
1.90%,UnbreakableCoin,$1.91,-19.39%,"$2,441,210",1.27%,"$4,348,282","2,278,150",UNB
14.49%,Legends Room,$2.15,4.69%,"$721,043",3.67%,"$4,293,820","2,000,000",LGD
-9.50%,Cream,$0.091892,79.23%,"$41,117",2.00%,"$4,130,573","44,950,154",CRM
-8.04%,Megacoin,$0.112407,21.82%,"$69,249",-0.66%,"$4,116,707","36,623,225",MEC
11.71%,QubitCoin,$0.016289,246.23%,"$62,238",-4.27%,"$4,044,706","248,315,130",Q2C
-12.02%,Adzcoin,$0.092609,114.04%,"$25,109",-1.59%,"$4,031,342","43,530,733",ADZ
-29.48%,Canada eCoin,$0.041241,60.15%,"$85,492",3.74%,"$4,017,495","97,415,544",CDN
367.54%,Ethereum Cash,$0.283598,521.07%,"$389,057",6.66%,"$3,998,732","14,100,000",ECASH
89.74%,Halcyon,$0.724216,423.43%,"$183,319",-13.13%,"$3,921,939","5,415,427",HAL
-1.40%,Zennies,$0.003904,73.07%,"$19,593",3.75%,"$3,907,424","1,000,812,836",ZENI
-1.89%,TittieCoin,$0.003047,226.45%,"$76,610",21.76%,"$3,838,195","1,259,816,434",TTC
1.15%,ICO OpenLedger,$8.23,-15.73%,"$1,091",-0.35%,"$3,836,520","465,952",ICOO
-31.33%,MazaCoin,$0.003620,33.83%,"$33,275",-2.73%,"$3,820,023","1,055,345,280",MZC
-8.64%,Bata,$0.761357,80.54%,"$22,837",1.77%,"$3,800,308","4,991,492",BTA
-16.90%,PiplCoin,$0.045133,22.48%,$818,5.84%,"$3,766,090","83,444,258",PIPL
3.81%,Visio,$0.073123,-27.77%,"$17,901",7.76%,"$3,721,829","50,898,344",VISIO
0.64%,Accelerator N...,$15.06,-1.29%,"$9,426",2.63%,"$3,693,067","245,255",ACC
-24.47%,Octanox,$0.430186,28.23%,"$63,361",3.78%,"$3,656,581","8,500,001",OTX
-8.54%,Authorship,$0.045700,-23.98%,"$136,908",5.70%,"$3,655,968","80,000,000",ATS
-7.23%,Growers Inter...,$3.11,67.94%,"$56,301",4.65%,"$3,645,135","1,173,643",GRWI
-28.77%,Billionaire T...,$1.11,159.24%,"$247,044",-1.00%,"$3,615,067","3,268,301",XBL
24.65%,Machinecoin,$0.176442,121.54%,"$12,538",12.40%,"$3,588,116","20,335,950",MAC
-34.93%,CoinonatX,$0.200526,145.25%,"$106,755",-0.79%,"$3,555,074","17,728,743",XCXT
3.01%,Dai,$1.03,2.84%,"$2,076,630",2.59%,"$3,532,075","3,444,953",DAI
-12.35%,Zetacoin,$0.021028,42.33%,"$43,759",4.74%,"$3,520,330","167,411,524",ZET
-6.23%,Influxcoin,$2.10,5.36%,"$418,329",2.80%,"$3,509,336","1,673,383",INFX
-20.50%,DaxxCoin,$0.006961,99.29%,"$29,472",10.90%,"$3,499,098","502,676,080",DAXX
5.75%,Desire,$3.45,40.55%,"$306,936",2.20%,"$3,496,028","1,012,637",DSR
35.77%,Orbitcoin,$1.11,123.96%,"$44,315",3.42%,"$3,458,285","3,118,325",ORB
-14.01%,Ccore,$2.87,250.33%,"$341,583",1.25%,"$3,446,496","1,200,000",CCO
16.55%,Bitcoin Scrypt,$0.206044,66.62%,"$34,087",6.98%,"$3,415,555","16,576,825",BTCS
-2.96%,TeslaCoin,$0.044132,39.08%,"$23,505",3.23%,"$3,261,321","73,898,555",TES
290.15%,Chronos,$0.044227,692.84%,"$764,485",2.36%,"$3,260,885","73,729,962",CRX
-18.84%,Guncoin,$0.016289,342.77%,"$14,982",3.51%,"$3,247,343","199,362,928",GUN
-2.34%,SkinCoin,$0.036124,99.36%,"$112,982",4.03%,"$3,185,514","88,183,483",SKIN
-7.04%,StarCredits,$0.704586,27.15%,"$3,620",3.49%,"$3,170,637","4,500,000",STRC
-28.31%,Piggycoin,$0.006482,145.82%,"$100,741",3.78%,"$3,163,261","488,043,091",PIGGY
-10.64%,Etheriya,$1.98,74.44%,"$7,941",9.61%,"$3,136,635","1,581,531",RIYA
-14.48%,Netko,$0.682097,97.80%,"$13,532",4.44%,"$3,125,430","4,582,090",NETKO
18.73%,PetroDollar,$0.048521,20.53%,"$46,772",10.95%,"$3,105,018",,XPD
12.34%,HitCoin,$0.000278,89.43%,"$2,644",3.49%,"$3,061,793","10,996,318,099",HTC
-5.91%,Digitalcoin,$0.108884,-4.39%,"$11,291",1.54%,"$3,023,347","27,766,678",DGC
-6.68%,FuckToken,$0.058792,111.11%,"$17,421",2.63%,"$3,021,511","51,392,877",FUCK
-8.99%,SmartCoin,$0.126539,36.56%,"$16,818",10.29%,"$3,007,956","23,770,976",SMC
22.92%,BitBar,$83.10,106.15%,"$14,732",-1.86%,"$2,983,071","35,896",BTB
-16.77%,Crystal Clear,$0.573130,40.45%,"$53,939",1.91%,"$2,936,202","5,123,099",CCT
4.99%,Fantomcoin,$0.431578,0.93%,"$6,013",6.43%,"$2,929,831","6,788,648",FCN
1.24%,BiblePay,$0.008492,-12.87%,"$1,326",10.02%,"$2,917,739","343,572,677",BBP
-3.78%,Tracto,$0.456450,36.55%,"$21,978",3.11%,"$2,909,803","6,374,857",TRCT
27.10%,SagaCoin,$13.08,55.83%,"$741,767",2.83%,"$2,901,996","221,789",SAGA
76.64%,Pakcoin,$0.061335,231.10%,"$91,125",14.42%,"$2,853,762","46,527,850",PAK
13.54%,Centurion,$0.038264,34.44%,"$4,096",-7.22%,"$2,826,855","73,877,869",CNT
-37.35%,DFSCoin,$0.168763,528.51%,"$819,314",3.29%,"$2,808,206","16,639,941",DFS
22.08%,Xios,$1.31,-47.85%,"$32,522",4.47%,"$2,807,665","2,149,688",XIOS
-23.83%,KekCoin,$0.266186,62.02%,"$18,585",1.65%,"$2,791,530","10,487,140",KEK
-1.75%,CorgiCoin,$0.002227,942.75%,$524,3.51%,"$2,788,508","1,251,855,418",CORG
-13.66%,Nekonium,$0.309483,-15.88%,"$16,065",0.21%,"$2,781,795","8,988,522",NUKO
1.40%,Capricoin,$1.39,1.20%,"$807,599",1.44%,"$2,769,327","1,990,045",CPC
0.67%,SmileyCoin,$0.000106,45.91%,"$3,742",3.79%,"$2,753,526","25,960,250,000",SMLY
-7.93%,BigUp,$0.001288,103.21%,"$17,435",-0.27%,"$2,737,602","2,126,194,119",BIGUP
-20.87%,DROXNE,$0.041766,291.31%,"$61,799",2.76%,"$2,720,696","65,142,033",DRXNE
9.78%,AurumCoin,$9.12,90.55%,"$20,198",-4.51%,"$2,711,796","297,211",AU
-6.89%,Sugar Exchange,$0.763624,465.52%,"$194,010",8.24%,"$2,672,684","3,500,000",SGR
-27.20%,Bitpark Coin,$0.035445,37.48%,"$5,046",3.38%,"$2,658,398","75,000,000",BPC
-7.78%,Confido,$0.295139,188.37%,"$30,207",1.81%,"$2,656,251","9,000,000",CFD
-29.65%,Cryptojacks,$0.006530,288.13%,"$148,031",7.06%,"$2,654,706","406,568,581",CJ
8.07%,Kobocoin,$0.107103,69.94%,"$14,364",9.05%,"$2,645,471","24,700,248",KOBO
-1.85%,I0Coin,$0.125436,-22.11%,$896,3.45%,"$2,632,504","20,986,830",I0C
-36.22%,Trollcoin,$0.004585,62.80%,"$18,623",0.92%,"$2,602,164","567,583,102",TROLL
-26.51%,Minereum,$1.37,80.03%,"$41,983",-0.10%,"$2,574,007","1,876,673",MNE
61.74%,CryptoInsight,$0.202462,121.89%,"$67,653",42.85%,"$2,536,798","12,529,747",TKR
-7.61%,UltraCoin,$0.053042,6.91%,"$11,668",3.49%,"$2,383,024","44,926,777",UTC
-17.27%,Deutsche eMark,$0.070897,48.91%,"$33,985",1.36%,"$2,375,210","33,502,172",DEM
-26.74%,MACRON,$0.005879,97.34%,"$51,830",2.15%,"$2,359,972","401,421,401",MCRN
23.90%,Zlancer,$1.17,113.18%,"$86,293",4.08%,"$2,357,221","2,007,615",ZCG
-27.98%,Nyancoin,$0.007243,63.13%,"$19,188",3.48%,"$2,310,164","318,929,301",NYAN
-10.34%,WhaleCoin,$0.413907,75.84%,"$11,899",7.07%,"$2,275,821","5,498,387",WHL
-27.85%,FuelCoin,$0.022275,5.85%,"$56,540",6.34%,"$2,264,435","101,658,128",FC2
4.99%,AmsterdamCoin,$0.044994,100.39%,"$47,148",2.19%,"$2,257,431","50,171,943",AMS
42.57%,BritCoin,$0.103228,12.94%,"$1,660",1.87%,"$2,195,463","21,268,092",BRIT
-0.46%,MaxCoin,$0.035362,53.26%,"$3,984",3.51%,"$2,172,822",,MAX
-24.60%,LanaCoin,$0.002506,135.62%,"$53,220",-6.92%,"$2,137,307","852,896,207",LANA
-35.66%,TrumpCoin,$0.324249,91.74%,"$71,815",0.81%,"$2,123,899","6,550,209",TRUMP
?,Scorecoin,$0.069609,133.35%,"$35,112",3.49%,"$2,112,408","30,346,591",SCORE
-0.85%,BlakeStar,$0.007270,138.25%,"$84,991",5.71%,"$2,095,864","288,292,167",BLAS
-14.62%,WavesGo,$0.219585,-20.96%,"$2,224",1.12%,"$2,092,971","9,531,483",WGO
4.97%,Bitstar,$0.088484,-14.85%,"$4,238",-4.33%,"$2,042,192","23,079,737",BITS
-17.04%,Triangles,$27.88,10.37%,"$36,028",3.51%,"$2,031,987","72,891",TRI
-5.84%,Pascal Lite,$0.414315,5.06%,"$11,785",3.50%,"$1,962,175","4,735,950",PASL
11.67%,GAIA,$0.081304,82.68%,"$1,956",2.78%,"$1,959,534","24,101,381",GAIA
-37.42%,Rimbit,$0.016943,487.45%,"$566,284",0.39%,"$1,956,875","115,499,623",RBT
13.19%,Monster Byte,$0.115520,43.68%,"$7,738",3.27%,"$1,943,362","16,822,736",MBI
-7.36%,42-coin,$46056.20,2.99%,"$6,674",0.04%,"$1,934,359",41.999973,42
39.85%,KiloCoin,$0.009829,-3.97%,$916,3.72%,"$1,929,350","196,297,971",KLC
-12.58%,Atomic Coin,$0.141554,40.98%,"$29,842",3.39%,"$1,928,834","13,626,137",ATOM
-4.18%,Monkey Project,$18.10,265.50%,"$251,312",16.19%,"$1,914,685","105,797",MONK
-20.76%,HoboNickels,$0.032020,68.44%,"$13,347",7.50%,"$1,911,495","59,696,358",HBN
-7.75%,Happycoin,$0.136557,18.16%,"$19,363",9.32%,"$1,821,171","13,336,343",HPC
-11.76%,BlockPay,$0.332541,-12.95%,"$2,823",-0.34%,"$1,805,132","5,428,300",BLOCKPAY
36.15%,iTicoin,$55.25,212.29%,"$28,082",3.57%,"$1,767,978","32,000",ITI
2.36%,Joulecoin,$0.050862,67.52%,"$5,502",0.56%,"$1,766,728","34,735,923",XJO
6.37%,HOdlcoin,$0.010720,10.23%,"$14,949",3.49%,"$1,761,723","164,342,925",HODL
-30.20%,Eternity,$0.417796,-11.61%,"$16,014",3.50%,"$1,721,987","4,121,598",ENT
-3.83%,GoldBlocks,$0.109079,-23.39%,"$13,275",4.76%,"$1,670,277","15,312,549",GB
20.85%,CannaCoin,$0.354730,-29.08%,"$13,661",7.55%,"$1,667,379","4,700,418",CCN
-5.76%,Truckcoin,$0.010163,57.24%,"$6,455",3.49%,"$1,662,936","163,626,471",TRK
2.23%,AltCommunity ...,$8.90,65.28%,"$6,920",-3.65%,"$1,644,640",,ALTCOM
-21.68%,Phoenixcoin,$0.025756,53.28%,"$16,125",2.67%,"$1,630,778","63,317,655",PXC
20.02%,BitCoal,$0.361969,736.24%,"$53,458",20.69%,"$1,628,861","4,500,000",COAL
-33.84%,PoSToken,$1.73,70.86%,"$29,813",-7.82%,"$1,564,600","905,262",POS
-4.52%,OctoCoin,$0.030045,261.89%,"$14,372",13.05%,"$1,541,521","51,306,216",888
-2.98%,8Bit,$1.05,54.32%,"$4,931",3.50%,"$1,541,218","1,467,841",8BIT
-22.81%,PlatinumBAR,$3.13,15.72%,"$19,116",3.49%,"$1,536,433","491,283",XPTX
22.21%,Prototanium,$7.79,335.36%,"$12,913",6.12%,"$1,528,662","196,126",PR
-12.77%,KushCoin,$0.278665,48.27%,"$4,094",3.86%,"$1,523,644","5,467,655",KUSH
20.15%,Ethereum Gold,$0.125546,16.70%,"$36,624",14.03%,"$1,506,552","12,000,000",ETG
6.93%,Signatum,$0.013587,-69.13%,"$3,492",3.49%,"$1,467,037","107,972,766",SIGT
40.06%,Ammo Reloaded,$0.018794,259.92%,"$27,291",6.66%,"$1,461,794",*,AMMO
-24.30%,Opal,$0.096409,41.83%,"$3,005",-3.99%,"$1,460,090","15,144,664",OPAL
1.28%,SuperCoin,$0.030468,-18.93%,"$31,807",10.20%,"$1,456,887","47,817,115",SUPER
2.89%,Coin2.1,$0.014431,45.23%,"$5,398",3.50%,"$1,442,718","99,976,323",C2
-18.06%,YENTEN,$0.598780,324.52%,"$18,679",-1.79%,"$1,438,076","2,401,678",YTN
6.07%,Trident Group,$1.95,164.14%,"$11,312",3.17%,"$1,434,021","735,124",TRDT
5.88%,Bitcoin Red,$0.070354,-22.22%,"$60,421",4.54%,"$1,431,704","20,350,001",BTCRED
13.25%,Veltor,$2.57,23.65%,$928,3.51%,"$1,428,286","554,855",VLT
-0.60%,RedCoin,$0.019212,2.28%,"$20,558",2.76%,"$1,423,776","74,107,896",RED
-0.49%,PureVidz,$0.011042,49.62%,"$8,997",2.68%,"$1,383,389","125,279,775",VIDZ
1.91%,HiCoin,$0.007064,-25.95%,"$26,020",2.93%,"$1,340,348","189,729,990",XHI
-11.27%,Network Token,$0.112774,51.72%,"$10,961",2.63%,"$1,316,220","11,671,310",NTWK
-63.39%,Abjcoin,$0.159061,17.27%,$626,8.32%,"$1,314,669","8,265,187",ABJ
1.73%,Colossuscoin V2,$0.000557,-23.69%,"$2,663",3.49%,"$1,313,567","2,358,819,009",CV2
2.18%,Mincoin,$0.315626,154.91%,"$1,292",2.36%,"$1,302,048","4,125,289",MNC
-15.95%,Onix,$0.047199,-18.96%,"$24,692",-0.84%,"$1,294,796","27,432,814",ONX
-22.37%,Giga Watt Token,$1.44,-0.75%,"$68,931",3.18%,"$1,291,932","900,000",WTT
15.12%,Marscoin,$0.045107,80.16%,"$9,011",0.40%,"$1,275,581","28,279,074",MARS
-38.79%,Titcoin,$0.025219,-21.84%,"$7,357",0.99%,"$1,258,403","49,898,202",TIT
-16.67%,Dix Asset,$0.000012,308.21%,"$26,757",-1.91%,"$1,236,350","100,000,000,000",DIX
-21.92%,C-Bit,$0.007766,41.42%,"$35,348",-8.50%,"$1,224,143","157,625,875",XCT
14.41%,LiteBitcoin,$0.041930,43.50%,"$106,522",0.06%,"$1,213,459","28,940,333",LBTC
-2.22%,Sterlingcoin,$0.287041,99.41%,"$9,730",4.55%,"$1,212,223","4,223,169",SLG
-12.62%,Senderon,$0.028401,-29.92%,"$35,626",2.98%,"$1,209,664","42,592,901",SDRN
2.42%,FinCoin,$0.093679,23.39%,$920,2.25%,"$1,206,457","12,878,667",FNC
-6.79%,PayCoin,$0.101699,92.52%,"$5,769",7.63%,"$1,204,005","11,838,912",XPY
11.35%,SwagBucks,$3.53,110.18%,"$4,958",4.64%,"$1,201,743","339,996",BUCKS
-8.14%,Dashcoin,$0.068064,10.74%,"$3,697",1.91%,"$1,196,225","17,574,970",DSH
-3.14%,LiteBar,$1.39,75.18%,"$4,479",13.88%,"$1,173,833","841,475",LTB
-33.46%,Aricoin,$0.008353,127.24%,"$9,021",-12.54%,"$1,171,631","140,262,505",ARI
5.79%,Mineum,$0.122481,14.76%,"$4,797",-2.69%,"$1,155,776","9,436,367",MNM
-7.08%,Pioneer Coin,$0.739252,-2.25%,"$37,127",3.35%,"$1,151,900","1,558,197",PCOIN
16.74%,Jetcoin,$0.164459,90.63%,"$21,432",0.35%,"$1,130,838","6,876,109",JET
-3.28%,UniCoin,$0.378258,59.17%,"$1,896",3.50%,"$1,126,648","2,978,518",UNIC
14.87%,EOT Token,$0.063890,13.24%,"$140,442",-1.38%,"$1,125,018","17,608,803",EOT
8.15%,Evil Coin,$0.053003,123.90%,"$3,861",3.47%,"$1,114,143","21,020,383",EVIL
-10.18%,ChanCoin,$0.155660,145.72%,"$15,831",3.49%,"$1,110,527","7,134,314",4CHN
-12.20%,Fujinto,$0.016870,7.71%,"$54,647",9.53%,"$1,110,081","65,802,448",NTO
-20.19%,Rasputin Onli...,$1.02,115.06%,"$1,352",2.63%,"$1,109,591","1,083,638",ROC
-4.62%,GoldReserve,$0.064041,61.57%,"$3,429",4.19%,"$1,099,667","17,171,382",XGR
-4.94%,Coin(O),$0.010441,23.03%,"$27,100",3.49%,"$1,098,174","105,174,939",CNO
-3.05%,Litecoin Plus,$1.24,32.00%,"$17,809",8.69%,"$1,096,810","881,141",LCP
-20.98%,DigitalDevelo...,$0.211282,16.16%,"$36,986",5.40%,"$1,081,406","5,118,307",DDF
11.27%,Hexx,$0.708708,179.21%,"$23,072",8.86%,"$1,066,445","1,504,774",HXX
-1.07%,StarCash Network,$1.27,18.18%,"$5,005",3.50%,"$1,060,777","837,308",STARS
1.08%,Tigercoin,$0.024363,86.93%,"$5,663",3.49%,"$1,060,700",,TGC
10.54%,Elcoin,$0.092183,15.43%,"$9,838",1.22%,"$1,033,274","11,208,967",EL
1.38%,Unity Ingot,$0.005080,-8.80%,"$5,111",10.82%,"$1,026,168","202,000,000",UNY
-16.60%,Ratecoin,$0.008741,18.15%,"$8,595",-9.74%,"$1,020,507","116,751,498",XRA
-7.88%,Tattoocoin (S...,$0.011266,25.63%,"$4,439",5.70%,"$1,018,684","90,421,856",TSE
4.60%,MojoCoin,$0.083789,22.24%,"$16,536",3.52%,"$1,018,107","12,150,848",MOJO
6.09%,DigiCube,$0.000418,-8.56%,"$47,460",3.51%,"$1,014,539","2,429,126,009",CUBE
-12.12%,Grimcoin,$0.028122,72.86%,$598,3.49%,"$1,009,346","35,891,431",GRIM
0.91%,ParallelCoin,$3.19,206.38%,"$8,106",3.49%,"$999,646","313,439",DUO
-3.67%,CryptoCarbon,$0.279024,10.68%,"$41,429",2.54%,"$993,914","3,562,111",CCRB
-3.92%,Bitcoin Fast,$0.186414,18.37%,"$11,222",0.98%,"$989,980","5,310,650",BCF
-25.75%,eBitcoinCash,$0.104931,87.21%,"$2,249",-0.57%,"$974,337","9,285,500",EBCH
-14.15%,BitTokens,$1.68,12.30%,"$1,848",3.44%,"$964,127","572,634",BXT
-11.32%,Gapcoin,$0.076153,-21.13%,"$4,515",3.31%,"$935,253","12,281,287",GAP
-27.93%,Prime-XI,$0.050566,-5.24%,"$28,124",-26.03%,"$932,359","18,438,450",PXI
-11.78%,PostCoin,$0.058718,83.53%,"$10,438",3.63%,"$931,746","15,868,233",POST
6.89%,Bolivarcoin,$0.104092,36.78%,"$3,775",3.32%,"$909,296","8,735,500",BOLI
-33.70%,SoonCoin,$0.072533,168.88%,"$10,152",7.71%,"$903,951","12,462,620",SOON
-17.40%,SpaceCoin,$0.042378,-56.99%,"$9,484",2.49%,"$902,071","21,286,062",SPACE
-5.21%,Swing,$0.311943,69.58%,"$1,473",2.68%,"$901,324","2,889,386",SWING
-4.39%,Kayicoin,$0.003159,94.14%,"$30,165",8.38%,"$898,235","284,340,601",KAYI
-7.32%,TagCoin,$0.148476,-2.95%,"$2,749",7.91%,"$897,925","6,047,608",TAG
-0.94%,Catcoin,$0.142560,80.78%,"$9,361",12.14%,"$893,438","6,267,100",CAT
-16.65%,BERNcash,$0.012532,76.27%,"$4,117",2.32%,"$892,694","71,234,301",BERN
-22.18%,Blakecoin,$0.058750,12.07%,"$9,808",4.52%,"$888,463","15,122,697",BLC
24.84%,GlobalToken,$0.031872,165.53%,"$15,464",8.25%,"$887,892","27,858,400",GLT
1.41%,Advanced Inte...,$0.036893,42.65%,$545,1.77%,"$880,886","23,876,767",AIB
10.35%,Dalecoin,$1.91,87.21%,"$22,866",-2.58%,"$875,346","459,217",DALC
-24.94%,Emerald Crypto,$0.044829,77.64%,"$5,677",-3.97%,"$856,992","19,117,129",EMD
-4.03%,Sovereign Hero,$178.77,-1.38%,"$26,150",-3.68%,"$853,279","4,773",HERO
-4.28%,ChessCoin,$0.015454,-2.80%,"$95,960",3.49%,"$835,017","54,032,769",CHESS
-24.50%,Eurocoin,$0.067082,91.27%,"$10,490",3.09%,"$832,921","12,416,554",EUC
-33.13%,ETHGAS,$0.080362,331.10%,"$16,101",2.63%,"$816,281","10,157,540",EGAS
58.51%,Cannation,$0.329275,16.84%,"$83,642",4.98%,"$815,579","2,476,893",CNNC
3.87%,ZoZoCoin,$1.51,-12.71%,"$15,729",3.50%,"$807,720","536,310",ZZC
-24.51%,Universe,$0.060272,16.37%,"$1,103",2.02%,"$805,105","13,357,822",UNI
-15.24%,Darsek,$0.048448,16.72%,$955,3.80%,"$790,194","16,310,118",KED
-27.14%,BROTHER,$0.004932,328.47%,"$33,255",24.42%,"$789,123","160,000,000",BRAT
